Cancer type	NCBI gene id	FDR adjusted p-value	Cancer Sample Med	Normal Sample Med	log2 fold change	p-value	Gene symbol
PCPG	25941	0.0083675	112.984	61.613	0.874811794000218	0.0289113405926455	TPGS2
PCPG	57536	0.022057	5.83	2.852	1.03152190164397	0.0625088275256223	KIAA1328
PCPG	56853	1e-20	84.255	1.383	5.92888924203664	2.02893081761006e-19	CELF4
PCPG	647946	4.1134e-05	1	1	0	0.000240686125755744	MIR924HG
PCPG	105372079	2.3261e-06	1	1	0	1.6108762647585e-05	LINC01902
PCPG	5289	0.30798	11.79	13.944	-0.24208075625856	0.395598801949718	PIK3C3
PCPG	284260	2.9379e-05	1	1	0	0.000175674984244671	LINC00907
PCPG	6014	3.8358e-17	7.057	1	2.81905500999106	6.24438560134567e-16	RIT2
PCPG	6860	1e-20	256.956	4.759	5.75471907517647	2.02893081761006e-19	SYT4
PCPG	26040	4.7309e-05	4.868	1.783	1.44902246508873	0.00027416557005988	SETBP1
PCPG	8170	0.0054136	1	4.079	-2.02821550713044	0.0199591698285714	SLC14A2
PCPG	6563	0.057948	1.608	1.808	-0.169127271236259	0.126807400859145	SLC14A1
PCPG	284266	2.6353e-05	1	1	0	0.000158412629813665	SIGLEC15
PCPG	57724	0.56463	8.109	7.91	0.0358463178956968	0.626625668252967	EPG5
PCPG	9050	0.015154	1.265	6.457	-2.35172664216568	0.0467816306220096	PSTPIP2
PCPG	498	0.023958	250.366	387.271	-0.629304816258213	0.0667266768345324	ATP5F1A
PCPG	115106	0.28471	28.703	22.523	0.349802530256776	0.386075855401429	HAUS1
